341,68
984,138
275,24
204,124
215,103
277,59
382,11
959,127
975,309
58,92
177,169
452,337
526,329
806,89
238,239
746,79
456,44
340,135
184,368
85,226
469,109
643,121
1,137
220,153
229,352
648,407
63,388
433,339
765,156
983,324
204,254
795,199
253,223
261,279
719,285
655,407
329,344
130,4
954,314
355,128
996,84
748,415
677,309
874,286
866,254
523,47
326,413
837,85
541,307
413,285
444,123
416,126
26,375
969,325
288,158
317,19
678,33
999,241
474,209
684,128
956,182
54,336
554,349
841,63
381,83
419,398
916,86
614,390
707,376
608,397
998,124
412,281
326,403
288,182
659,125
377,346
519,87
837,371
181,9
85,376
198,286
936,4
88,331
382,59
944,438
730,329
378,243
962,178
885,140
195,281
518,416
156,333
731,249
637,217
998,241
51,381
64,173
82,93
991,339
502,57
462,388
400,227
142,340
682,45
315,367
635,63
229,154
855,202
97,289
212,396
47,245
513,32
742,382
848,310
279,353
756,387
926,74
622,386
562,436
875,124
849,63
480,338
703,270
12,260
896,41
653,302
73,68
613,299
916,199
266,252
357,2
580,243
569,368
393,60
731,121
217,52
464,361
572,114
310,276
365,240
242,204
389,296
11,137
122,147
756,16
193,241
786,60
84,50
148,107
625,177
404,306
869,417
239,436
180,129
724,175
665,163
300,45
731,311
533,290
479,390
580,113
398,426
976,391
418,337
182,394
724,315
758,20
24,334
782,313
390,269
837,334
521,72
173,284
21,414
165,336
635,281
289,424
223,135
768,115
674,333
389,55
820,314
492,93
734,261
431,349
838,25
75,200
168,335
532,50
950,114
623,304
457,25
931,350
557,210
313,431
724,6
720,215
454,412
171,51
210,357
51,421
211,104
982,268
64,232
721,233
125,167
825,125
234,29
934,121
78,161
812,131
545,48
622,6
247,229
6,149
229,405
59,399
190,35
740,61
638,16
658,6
547,186
238,363
693,125
843,27
520,113
928,304
423,122
76,74
420,178
64,381
500,340
509,250
325,78
322,430
695,214
816,167
441,138
711,394
682,288
435,369
596,402
258,123
251,48
24,109
517,425
362,296
451,13
822,337
502,400
700,19
59,277
465,157
843,91
220,381
767,40
249,192
262,190
939,144
720,43
765,430
576,327
436,407
222,174
897,213
752,377
391,103
376,34
268,50
821,276
493,263
853,22
482,213
277,134
117,12
165,143
758,90
371,418
218,105
753,416
222,112
932,263
530,350
886,82
533,285
266,101
86,94
738,191
541,181
716,162
934,170
356,142
412,274
244,374
107,17
655,332
747,147
945,156
506,72
677,107
257,227
588,139
421,252
979,97
77,114
651,310
551,415
327,326
507,158
90,392
712,363
441,390
888,320
106,124
200,175
459,21
62,110
381,389
311,243
910,117
923,54
390,270
881,428
297,397
60,360
670,214
253,336
950,350
213,72
899,336
401,160
846,73
395,341
217,109
396,171
150,66
247,114
445,383
770,77
163,27
40,312
22,212
842,230
624,60
667,245
213,398
107,55
229,341
16,170
310,254
213,11
286,397
81,111
889,276
581,72
713,288
870,210
211,11
340,295
555,240
169,267
874,182
242,89
868,407
86,48
385,322
933,332
369,225
