182,160
207,897
84,112
1,728
8,654
168,931
109,981
143,933
82,870
8,551
19,75
130,766
8,447
168,738
44,415
193,485
110,398
73,997
223,912
44,179
184,607
223,726
242,153
225,807
76,611
21,438
182,259
213,77
159,662
141,56
63,14
110,741
44,68
111,669
220,56
25,446
11,211
103,35
187,210
216,947
35,65
241,733
31,100
36,738
183,483
72,743
221,127
215,317
80,237
3,85
98,883
57,669
173,669
126,60
12,137
22,504
217,500
145,758
108,270
124,449
51,99
70,935
47,263
81,857
50,461
124,539
154,517
163,273
28,558
192,356
246,318
190,321
200,748
148,839
209,728
230,511
62,761
164,347
112,422
119,896
176,763
212,714
194,943
101,286
46,201
250,556
74,194
89,544
150,311
235,442
185,838
251,486
202,818
78,758
236,721
53,567
107,971
76,866
225,269
4,860
97,527
206,727
177,629
142,358
44,228
97,681
132,373
143,258
239,872
169,604
181,344
149,158
135,32
208,574
184,603
192,424
66,825
214,923
168,678
13,829
130,623
218,294
65,825
233,315
129,722
183,674
121,770
48,323
20,931
109,588
20,667
197,497
148,563
140,589
10,60
150,870
249,698
33,306
184,110
67,54
158,890
42,482
34,592
242,908
97,769
227,980
164,569
93,794
59,232
25,697
188,719
137,677
214,746
145,65
161,832
102,870
168,958
217,458
99,576
100,277
185,200
128,401
104,586
99,139
119,208
77,995
79,781
49,188
96,409
100,64
12,369
109,336
157,592
16,181
144,403
84,289
199,859
60,270
159,913
61,279
210,528
115,467
222,425
195,303
66,337
57,231
197,682
110,769
222,240
161,839
139,562
228,675
153,513
15,245
26,200
148,86
132,720
33,511
95,243
93,165
179,223
247,98
233,551
229,244
25,350
152,291
233,558
226,453
235,596
57,452
59,121
237,17
113,666
173,164
102,544
132,305
102,413
66,849
234,341
231,849
251,330
238,603
104,547
66,916
173,771
106,607
172,968
57,187
30,194
67,600
71,413
215,711
52,510
31,513
229,864
101,16
64,855
104,25
134,347
131,699
246,722
128,736
174,221
94,167
168,618
191,722
26,261
100,330
47,160
237,126
86,97
107,705
72,811
22,920
228,538
188,379
138,797
18,315
55,568
35,388
217,902
188,557
189,43
167,845
221,958
142,353
166,20
161,466
91,285
195,721
208,442
201,467
87,408
94,523
134,833
158,617
135,241
8,437
209,667
211,894
35,295
13,860
251,856
82,494
146,850
79,162
123,385
200,705
43,544
210,404
35,313
93,264
226,585
163,981
223,36
247,220
151,904
17,718
172,661
181,38
40,819
113,671
5,430
153,718
139,510
230,450
134,752
84,311
183,544
154,692
192,540
248,69
38,745
220,824
43,222
54,256
185,724
212,439
165,111
187,412
83,488
194,279
16,233
208,811
117,228
195,57
177,755
128,124
38,388
194,279
168,791
157,203
158,844
128,596
204,963
33,291
21,489
35,675
234,942
146,855
239,330
16,433
20,842
139,440
45,331
164,62
105,7
129,495
85,229
125,64
172,720
35,803
60,523
19,564
126,241
241,267
14,107
229,19
55,943
8,95
119,275
163,432
108,60
219,476
224,191
241,452
176,450
205,625
92,287
136,881
139,170
33,484
240,618
114,185
229,204
136,813
130,325
72,570
201,356
64,904
25,494
85,240
131,419
138,612
241,179
117,838
134,57
25,196
218,423
194,160
94,724
240,83
148,411
49,132
164,675
163,971
97,365
152,754
119,231
95,364
153,283
207,799
163,861
179,919
220,323
253,159
172,5
24,158
72,346
198,418
180,832
31,145
112,134
42,875
89,649
164,305
118,546
236,213
124,330
17,738
41,591
250,350
190,388
156,856
211,705
51,506
110,905
140,21
158,469
46,746
152,499
147,331
174,327
200,28
27,577
153,173
17,329
167,563
142,811
145,923
74,916
252,745
77,778
74,706
93,523
8,774
17,957
119,31
125,201
146,252
32,512
250,460
195,295
196,298
136,506
153,361
124,567
180,869
11,395
16,693
213,387
161,82
101,595
134,942
135,501
66,716
66,174
165,308
163,697
28,146
178,578
89,37
253,7
118,529
238,712
204,918
35,173
